"","chrnr","epinr","jnr","matr","resultat","prvdato","region","ugenr"
"20138",10438,1,"A2682260","772","NEG",1998-11-23,"R3",48
"20142",10204,1,"A2682264","772","NEG",1998-11-19,NA,47
"20146",10116,1,"A2682231","772","NEG",1998-11-19,NA,47
"20151",10249,2,"A2682096","772","NEG",1998-11-18,"R5",47
"20155",10331,1,"A2682206","772","NEG",1998-11-20,"R6",47
"20159",10107,1,"A2682210","772","NEG",1998-11-23,"R3",48
"20163",10011,1,"A2682221","772","NEG",1998-11-20,"R6",47
"20167",10243,2,"A2682226","772","NEG",1998-11-20,"R3",47
"20172",10197,6,"A2682230","772","NEG",1998-11-23,"R3",48
"20176",10324,3,"A2682047","772","NEG",1998-11-17,"R8",47
"20180",10103,1,"A2682060","772","NEG",1998-11-19,NA,47
"20184",10404,5,"A2682066","772","NEG",1998-11-19,"R1",47
"20188",10644,2,"A2682070","772","NEG",1998-11-16,"R8",47
"20192",10094,1,"A2682078","772","NEG",1998-11-18,"R7",47
"20196",10584,1,"A2682038","772","NEG",1998-11-19,"R7",47
"20226",10140,2,"A2682035","772","NEG",1998-11-18,"R4",47
"20230",10089,10,"A2681838","772","NEG",1998-11-12,NA,46
"20234",10371,2,"A2681892","772","NEG",1998-11-17,"R1",47
"20238",10103,2,"A2681990","772","NEG",1998-11-18,NA,47
"20242",10116,5,"A2681994","772","NEG",1998-11-17,NA,47
"20254",10211,2,"A2681792","772","NEG",1998-11-13,"R1",46
"20258",10520,4,"A2681806","772","NEG",1998-11-13,"R4",46
"20262",10175,1,"A2681812","772","NEG",1998-11-16,"R2",47
"20266",10094,4,"A2681817","772","NEG",1998-11-12,"R7",46
"20270",10581,2,"A2681822","772","NEG",1998-11-13,"R3",46
"20274",10252,1,"A2681826","772","NEG",1998-11-13,"R3",46
"20278",10097,2,"A2681832","772","NEG",1998-11-16,NA,47
"20282",10134,1,"A2681623","772","NEG",1998-11-10,"R3",46
"20286",10605,1,"A2681627","772","NEG",1998-11-11,"R8",46
"20290",10211,1,"A2681637","772","NEG",1998-11-09,"R1",46
"20294",10089,9,"A2681647","772","NEG",1998-11-12,NA,46
"20298",10176,2,"A2681658","772","NEG",1998-11-12,"R3",46
"20302",10548,5,"A2681664","772","NEG",1998-11-10,"R2",46
"20318",10505,3,"A2681594","772","NEG",1998-11-10,NA,46
"20322",10121,5,"A2681601","772","NEG",1998-11-11,"R8",46
"20327",10118,1,"A2681614","772","NEG",1998-11-10,"R6",46
"20331",10146,2,"A2681618","772","NEG",1998-11-10,"R3",46
"20387",10595,5,"A2681349","772","NEG",1998-11-09,NA,46
"20391",10178,3,"A2681356","772","POS",1998-11-09,NA,46
"20395",10252,4,"A2681364","772","NEG",1998-11-06,"R3",45
"20399",10075,2,"A2681372","772","NEG",1998-11-06,"R5",45
"20403",10625,1,"A2681378","772","NEG",1998-11-06,"R1",45
"20407",10083,2,"A2681383","772","NEG",1998-11-10,"R2",46
"20411",10181,1,"A2681391","772","NEG",1998-11-09,"R3",46
"20415",10163,2,"A2681195","772","NEG",1998-11-05,NA,45
"20419",10084,3,"A2681200","772","NEG",1998-11-03,"R2",45
"20423",10210,2,"A2681205","772","NEG",1998-11-04,NA,45
"20427",10183,2,"A2681336","772","NEG",1998-11-06,"R2",45
"20431",10100,5,"A2681340","772","NEG",1998-11-09,"R1",46
"20435",10650,1,"A2681186","772","NEG",1998-11-05,"R8",45
"20439",10619,1,"A2681145","772","NEG",1998-11-04,"R5",45
"20443",10152,1,"A2681151","772","NEG",1998-11-04,"R2",45
"20447",10255,1,"A2681157","772","NEG",1998-11-03,"R5",45
"20451",10505,4,"A2681161","772","NEG",1998-11-03,NA,45
"20455",10181,0,"A2681170","772","NEG",1998-11-03,"R3",45
"20459",10437,2,"A2681174","772","NEG",1998-11-05,"R3",45
"20463",10364,2,"A2681179","772","NEG",1998-11-04,"R1",45
"20467",10075,1,"A2680947","772","NEG",1998-11-02,"R5",45
"20471",10081,6,"A2680954","772","NEG",1998-10-30,"R5",44
"20475",10302,6,"A2680959","772","NEG",1998-10-30,"R4",44
"20479",10084,1,"A2680969","772","NEG",1998-11-02,"R2",45
"20483",10364,2,"A2680974","772","NEG",1998-10-30,"R1",44
"20490",10161,2,"A2680768","772","NEG",1998-10-27,"R1",44
"20494",10416,1,"A2680772","772","NEG",1998-10-27,"R1",44
"20498",10567,1,"A2680778","772","NEG",1998-10-28,"R7",44
"20502",10205,1,"A2680786","772","NEG",1998-10-29,"R2",44
"20508",10178,3,"A2680799","772","NEG",1998-10-29,NA,44
"20512",10402,1,"A2680804","772","NEG",1998-10-28,"R1",44
"20518",10178,2,"A2680549","772","NEG",1998-10-23,NA,43
"20522",10131,3,"A2680739","772","NEG",1998-10-27,"R3",44
"20526",10246,3,"A2680744","772","NEG",1998-10-29,"R3",44
"20530",10163,2,"A2680748","772","NEG",1998-10-29,NA,44
"20534",10185,2,"A2680759","772","NEG",1998-10-28,"R5",44
"20538",10356,2,"A2680764","772","NEG",1998-10-29,"R2",44
"20542",10246,1,"A2680508","772","NEG",1998-10-23,"R3",43
"20546",10302,8,"A2680512","772","NEG",1998-10-23,"R4",43
"20550",10450,1,"A2680521","772","NEG",1998-10-20,"R5",43
"20554",10471,6,"A2680526","772","NEG",1998-10-20,"R5",43
"20558",10410,3,"A2680531","772","NEG",1998-10-21,"R1",43
"20562",10138,1,"A2680536","772","NEG",1998-10-26,NA,44
"20566",10647,4,"A2680539","772","NEG",1998-10-22,"R8",43
"20570",10131,2,"A2680350","772","NEG",1998-10-20,"R3",43
"20574",10307,1,"A2680355","772","NEG",1998-10-22,"R3",43
"20578",10231,2,"A2680359","772","NEG",1998-10-22,"R7",43
"20582",10111,3,"A2680374","772","NEG",1998-10-20,"R5",43
"20588",10185,1,"A2680498","772","NEG",1998-10-23,"R5",43
"20592",10253,1,"A2680501","772","NEG",1998-10-23,"R2",43
"20597",10386,1,"A2680126","772","NEG",1998-10-19,"R1",43
"20601",10160,1,"A2680313","772","NEG",1998-10-20,"R8",43
"20605",10647,3,"A2680319","772","NEG",1998-10-22,"R8",43
"20609",10002,2,"A2680324","772","NEG",1998-10-20,"R5",43
"20617",10538,1,"A2680116","772","NEG",1998-10-19,NA,43
"20621",10610,1,"A2679927","772","NEG",1998-10-13,"R5",42
"20625",10156,5,"A2679937","772","NEG",1998-10-14,NA,42
"20629",10347,2,"A2680084","772","NEG",1998-10-19,"R2",43
"20633",10381,1,"A2680091","772","NEG",1998-10-16,"R1",42
"20637",10532,1,"A2680100","772","NEG",1998-10-19,"R4",43
"20641",10009,1,"A2680111","772","NEG",1998-10-15,"R3",42
"20645",10045,2,"A2680115","772","NEG",1998-10-16,"R5",42
"20651",10214,1,"A2679883","772","NEG",1998-10-13,"R5",42
"20655",10301,2,"A2679894","772","NEG",1998-10-14,"R4",42
"20659",10332,2,"A2679900","772","NEG",1998-10-14,"R3",42
"20663",10434,3,"A2679904","772","NEG",1998-10-13,"R3",42
"20667",10224,1,"A2679910","772","NEG",1998-10-13,"R5",42
"20673",10268,1,"A2679634","772","NEG",1998-10-12,"R2",42
"20677",10554,2,"A2679645","772","NEG",1998-10-09,"R1",41
"20681",10133,1,"A2679653","772","NEG",1998-10-09,"R5",41
"20685",10590,1,"A2679664","772","NEG",1998-10-08,"R6",41
"20689",10204,1,"A2679668","772","NEG",1998-10-12,NA,42
"20700",10199,7,"A2679469","772","NEG",1998-10-06,"R5",41
"20704",10526,1,"A2679478","772","NEG",1998-10-08,"R3",41
"20708",10133,2,"A2679494","772","NEG",1998-10-08,"R5",41
"20712",10199,8,"A2679498","772","NEG",1998-10-08,"R5",41
"20716",10266,1,"A2679504","772","NEG",1998-10-06,"R6",41
"20720",10143,3,"A2679512","772","NEG",1998-10-08,"R3",41
"20724",10306,3,"A2679195","772","NEG",1998-10-02,"R3",40
"20728",10116,1,"A2679201","772","NEG",1998-10-02,NA,40
"20732",10141,3,"A2679206","772","NEG",1998-10-05,"R5",41
"20736",10204,2,"A2679214","772","NEG",1998-10-01,NA,40
"20740",10584,2,"A2679453","772","NEG",1998-10-07,"R7",41
"20744",10529,2,"A2679459","772","NEG",1998-10-08,"R7",41
"20748",10609,3,"A2679463","772","NEG",1998-10-08,"R2",41
"20752",10094,3,"A2679047","772","NEG",1998-09-29,"R7",40
"20756",10140,3,"A2679058","772","NEG",1998-10-01,"R4",40
"20760",10405,1,"A2679065","772","NEG",1998-09-30,"R1",40
"20764",10103,2,"A2679071","772","NEG",1998-09-30,NA,40
"20768",10107,1,"A2679175","772","NEG",1998-10-02,"R3",40
"20773",10438,3,"A2679043","772","NEG",1998-09-30,"R3",40
"20778",10135,1,"A2678998","772","NEG",1998-10-01,"R6",40
"20782",10243,5,"A2679005","772","NEG",1998-09-30,"R3",40
"20790",10404,3,"A2679015","772","NEG",1998-09-30,"R1",40
"20794",10116,6,"A2679020","772","NEG",1998-09-30,NA,40
"20798",10604,1,"A2679036","772","NEG",1998-09-30,"R3",40
"20803",10151,1,"A2678598","772","NEG",1998-09-23,"R3",39
"20807",10211,4,"A2678610","772","POS",1998-09-22,"R1",39
"20815",10581,2,"A2678763","772","NEG",1998-09-28,"R3",40
"20819",10625,1,"A2678774","772","NEG",1998-09-28,"R1",40
"20835",10010,1,"A2678462","772","NEG",1998-09-18,"R2",38
"20839",10027,2,"A2678567","772","POS",1998-09-23,"R7",39
"20843",10486,1,"A2678578","772","NEG",1998-09-24,"R8",39
"20847",10371,2,"A2678588","772","NEG",1998-09-23,"R1",39
"20851",10118,1,"A2678592","772","NEG",1998-09-24,"R6",39
"20855",10121,2,"A2678194","772","NEG",1998-09-16,"R8",38
"20859",10255,1,"A2678199","772","NEG",1998-09-15,"R5",38
"20863",10183,1,"A2678339","772","NEG",1998-09-21,"R2",39
"20867",10094,4,"A2678343","772","NEG",1998-09-21,"R7",39
"20871",10097,2,"A2678353","772","NEG",1998-09-21,NA,39
"20875",10152,1,"A2678374","772","NEG",1998-09-18,"R2",38
"20888",10315,6,"A2678148","772","NEG",1998-09-15,NA,38
"20892",10619,4,"A2678152","772","NEG",1998-09-15,"R5",38
"20896",10100,3,"A2678166","772","NEG",1998-09-16,"R1",38
"20900",10033,1,"A2678170","772","NEG",1998-09-17,"R3",38
"20904",10453,1,"A2678189","772","NEG",1998-09-15,"R5",38
"20908",10388,2,"A2677742","772","NEG",1998-09-10,"R1",37
"20912",10576,1,"A2677749","772","NEG",1998-09-08,"R6",37
"20920",10210,1,"A2677767","772","NEG",1998-09-08,NA,37
"20924",10210,5,"A2677771","772","NEG",1998-09-09,NA,37
"20928",10110,1,"A2677918","772","NEG",1998-09-11,"R3",37
"20946",10131,2,"A2677705","772","NEG",1998-09-08,"R3",37
"20950",10081,3,"A2677724","772","NEG",1998-09-07,"R5",37
"20954",10375,1,"A2677728","772","NEG",1998-09-10,"R7",37
"20959",10174,2,"A2677496","772","NEG",1998-09-04,"R5",36
"20963",10131,2,"A2677504","772","NEG",1998-09-07,"R3",37
"20982",10180,5,"A2677495","772","NEG",1998-09-07,NA,37
"20989",10246,3,"A2677330","772","NEG",1998-09-01,"R3",36
"20993",10471,6,"A2677342","772","NEG",1998-09-01,"R5",36
"20997",10538,1,"A2677349","772","NEG",1998-09-02,NA,36
"21001",10410,2,"A2677476","772","NEG",1998-09-04,"R1",36
"21005",10165,2,"A2677486","772","NEG",1998-09-04,"R5",36
"21009",10248,5,"A2677318","772","NEG",1998-09-01,"R8",36
"21013",10537,2,"A2677084","772","NEG",1998-08-31,"R4",36
"21017",10163,2,"A2677088","772","NEG",1998-08-31,NA,36
"21021",10168,10,"A2677097","772","NEG",1998-08-31,"R2",36
"21025",10248,3,"A2677104","772","NEG",1998-08-31,"R8",36
"21029",10231,1,"A2677288","772","NEG",1998-09-03,"R7",36
"21033",10567,3,"A2677299","772","NEG",1998-09-03,"R7",36
"21037",10248,4,"A2677317","772","NEG",1998-09-01,"R8",36
"21041",10156,5,"A2676886","772","NEG",1998-08-26,NA,35
"21045",10076,3,"A2676896","772","NEG",1998-08-25,"R5",35
"21049",10609,3,"A2676909","772","NEG",1998-08-25,"R2",35
"21053",10119,3,"A2676913","772","NEG",1998-08-26,"R2",35
"21057",10160,1,"A2676930","772","NEG",1998-08-26,"R8",35
"21061",10191,1,"A2676872","772","NEG",1998-08-25,NA,35
"21071",10590,3,"A2676678","772","NEG",1998-08-20,"R6",34
"21079",10178,2,"A2676700","772","NEG",1998-08-21,NA,34
"21083",10120,16,"A2676704","772","NEG",1998-08-24,"R3",35
"21089",10485,2,"A2676871","772","NEG",1998-08-27,"R5",35
"21095",10261,2,"A2676499","772","POS",1998-08-20,"R5",34
"21099",10238,1,"A2676508","772","POS",1998-08-18,NA,34
"21103",10302,4,"A2676526","772","POS",1998-08-19,"R4",34
"21107",10604,1,"A2676543","772","NEG",1998-08-19,"R3",34
"21112",10266,1,"A2676559","772","NEG",1998-08-18,"R6",34
"21116",10219,3,"A2676114","772","NEG",1998-08-11,"R3",33
"21120",10107,2,"A2676131","772","NEG",1998-08-13,"R3",33
"21124",10306,8,"A2676137","772","NEG",1998-08-13,"R3",33
"21133",10526,1,"A2676275","772","NEG",1998-08-13,"R3",33
"21137",10077,1,"A2676282","772","NEG",1998-08-14,"R2",33
"21141",10116,3,"A2676287","772","NEG",1998-08-14,NA,33
"21157",10103,1,"A2676082","772","NEG",1998-08-11,NA,33
"21161",10404,1,"A2676104","772","NEG",1998-08-12,"R1",33
"21165",10098,1,"A2675875","772","NEG",1998-08-10,"R3",33
"21169",10304,3,"A2675540","772","NEG",1998-07-31,"R7",31
"21182",10193,5,"A2675708","772","POS",1998-08-05,"R7",32
"21186",10243,2,"A2675752","772","NEG",1998-08-06,"R3",32
"21190",10194,1,"A2675846","772","NEG",1998-08-10,"R5",33
"21194",10595,7,"A2675294","772","NEG",1998-07-28,NA,31
"21198",10181,1,"A2675304","772","NEG",1998-07-28,"R3",31
"21206",10595,5,"A2675427","772","NEG",1998-07-31,NA,31
"21210",10203,2,"A2675432","772","NEG",1998-07-31,"R3",31
"21214",10187,2,"A2675439","772","NEG",1998-07-31,"R8",31
"21218",10548,1,"A2675442","772","NEG",1998-07-31,"R2",31
"21223",10644,1,"A2675251","772","NEG",1998-07-30,"R8",31
"21227",10304,3,"A2675255","772","NEG",1998-07-29,"R7",31
"21231",10100,2,"A2675259","772","NEG",1998-07-28,"R1",31
"21235",10100,7,"A2675263","772","NEG",1998-07-28,"R1",31
"21239",10226,13,"A2675271","772","NEG",1998-07-29,NA,31
"21244",10183,1,"A2675288","772","NEG",1998-07-28,"R2",31
"21248",10255,1,"A2674866","772","NEG",1998-07-21,"R5",30
"21252",10375,2,"A2675003","772","NEG",1998-07-27,"R7",31
"21256",10416,1,"A2675007","772","NEG",1998-07-23,"R1",30
"21264",10520,3,"A2675021","772","NEG",1998-07-24,"R4",30
"21268",10419,1,"A2675033","772","NEG",1998-07-24,"R1",30
"21279",10416,3,"A2674825","772","NEG",1998-07-22,"R1",30
"21283",10410,1,"A2674829","772","NEG",1998-07-22,"R1",30
"21291",10341,1,"A2674847","772","NEG",1998-07-23,"R3",30
"21296",10595,5,"A2674856","772","NEG",1998-07-23,NA,30
"21328",10015,1,"A2674461","772","NEG",1998-07-14,NA,29
"21332",10384,1,"A2674610","772","POS",1998-07-17,"R1",29
"21336",10444,1,"A2674618","772","NEG",1998-07-20,"R3",30
"21340",10252,1,"A2674630","772","NEG",1998-07-20,"R3",30
"21344",10174,4,"A2674721","772","NEG",1998-07-17,"R5",29
"21349",10379,1,"A2674453","772","POS",1998-07-16,"R1",29
"21355",10185,1,"A2674200","772","NEG",1998-07-13,"R5",29
"21359",10252,5,"A2674212","772","NEG",1998-07-10,"R3",28
"21363",10111,1,"A2674411","772","NEG",1998-07-14,"R5",29
"21367",10168,2,"A2674418","772","NEG",1998-07-13,"R2",29
"21371",10097,2,"A2674438","772","NEG",1998-07-14,NA,29
"21375",10450,1,"A2674191","772","NEG",1998-07-10,"R5",28
"21379",10155,1,"A2673835","772","NEG",1998-07-05,"R5",27
"21383",10159,2,"A2674055","772","NEG",1998-07-07,NA,28
"21387",10652,1,"A2674074","772","NEG",1998-07-06,"R5",28
"21391",10657,2,"A2674081","772","NEG",1998-07-07,"R6",28
"21395",10156,1,"A2674091","772","NEG",1998-07-07,NA,28
"21403",10154,3,"A2674189","772","NEG",1998-07-10,"R1",28
"21407",10253,1,"A2673714","772","NEG",1998-07-02,"R2",27
"21413",10236,1,"A2673799","772","NEG",1998-07-02,NA,27
"21417",10133,2,"A2673808","772","NEG",1998-07-03,"R5",27
"21421",10075,1,"A2673814","772","NEG",1998-07-06,"R5",28
"21425",10315,8,"A2673824","772","NEG",1998-07-03,NA,27
"21429",10246,1,"A2673832","772","NEG",1998-07-06,"R3",28
"21433",10149,1,"A2673630","772","NEG",1998-06-30,"R6",27
"21437",10133,1,"A2673646","772","POS",1998-07-02,"R5",27
"21441",10160,1,"A2673652","772","NEG",1998-07-01,"R8",27
"21445",10116,1,"A2673660","772","NEG",1998-06-29,NA,27
"21449",10199,5,"A2673667","772","NEG",1998-07-01,"R5",27
"21453",10116,4,"A2673469","772","NEG",1998-06-25,NA,26
"21457",10529,1,"A2673295","772","NEG",1998-06-25,"R7",26
"21461",10103,1,"A2673308","772","NEG",1998-06-23,NA,26
"21465",10266,1,"A2673333","772","NEG",1998-06-25,"R6",26
"21469",10278,2,"A2673439","772","NEG",1998-06-26,"R6",26
"21473",10531,10,"A2673450","772","NEG",1998-06-26,"R5",26
"21477",10116,1,"A2673465","772","NEG",1998-06-26,NA,26
"21481",10116,3,"A2673468","772","NEG",1998-06-29,NA,27
"21485",10453,1,"A2673032","772","NEG",1998-06-19,"R5",25
"21489",10141,2,"A2673042","772","NEG",1998-06-21,"R5",25
"21493",10141,6,"A2673046","772","NEG",1998-06-22,"R5",26
"21497",10550,1,"A2673163","772","NEG",1998-06-22,NA,26
"21501",10398,1,"A2673277","772","NEG",1998-06-22,"R1",26
"21505",10438,1,"A2672925","772","NEG",1998-06-18,"R3",25
"21509",10595,7,"A2672646","772","NEG",1998-06-10,NA,24
"21513",10203,3,"A2672651","772","NEG",1998-06-12,"R3",24
"21517",10107,2,"A2672862","772","NEG",1998-06-15,"R3",25
"21525",10657,1,"A2672883","772","NEG",1998-06-17,"R6",25
"21529",10204,2,"A2672920","772","NEG",1998-06-18,NA,25
"21533",10548,6,"A2672924","772","NEG",1998-06-16,"R2",25
"21537",10641,3,"A2672477","772","NEG",1998-06-10,"R8",24
"21541",10371,1,"A2672599","772","NEG",1998-06-12,"R1",24
"21545",10135,1,"A2672613","772","NEG",1998-06-15,"R6",25
"21554",10197,1,"A2672633","772","NEG",1998-06-15,"R3",25
"21558",10187,1,"A2672638","772","NEG",1998-06-12,"R8",24
"21562",10548,3,"A2672418","772","NEG",1998-06-10,"R2",24
"21566",10304,3,"A2672424","772","NEG",1998-06-10,"R7",24
"21570",10009,3,"A2672428","772","NEG",1998-06-10,"R3",24
"21574",10619,5,"A2672445","772","NEG",1998-06-10,"R5",24
"21578",10416,2,"A2672449","772","NEG",1998-06-09,"R1",24
"21582",10636,2,"A2672454","772","NEG",1998-06-09,"R3",24
"21586",10352,1,"A2672034","772","NEG",1998-05-29,"R1",22
"21590",10100,3,"A2672167","772","NEG",1998-06-08,"R1",24
"21594",10142,1,"A2672171","772","NEG",1998-06-04,"R5",23
"21598",10416,4,"A2672179","772","NEG",1998-06-04,"R1",23
"21602",10567,2,"A2672183","772","NEG",1998-06-04,"R7",23
"21606",10214,1,"A2672187","772","NEG",1998-06-02,"R5",23
"21610",10207,1,"A2672413","772","NEG",1998-06-10,"R5",24
"21614",10375,1,"A2671994","772","NEG",1998-06-04,"R7",23
"21618",10560,1,"A2671998","772","NEG",1998-06-02,"R8",23
"21622",10166,3,"A2672004","772","NEG",1998-06-04,NA,23
"21626",10416,3,"A2672010","772","NEG",1998-06-04,"R1",23
"21634",10341,1,"A2672026","772","NEG",1998-06-02,"R3",23
"21638",10121,5,"A2671836","772","NEG",1998-05-29,"R8",22
"21642",10174,3,"A2671842","772","NEG",1998-05-28,"R5",22
"21646",10002,1,"A2671850","772","NEG",1998-06-02,"R5",23
"21650",10151,1,"A2671975","772","NEG",1998-06-02,"R3",23
"21654",10091,1,"A2671981","772","NEG",1998-05-28,"R3",22
"21658",10183,1,"A2671985","772","NEG",1998-06-04,"R2",23
"21662",10226,12,"A2671989","772","NEG",1998-06-03,NA,23
"21666",10168,2,"A2671665","772","NEG",1998-05-26,"R2",22
"21670",10231,1,"A2671669","772","NEG",1998-05-26,"R7",22
"21674",10467,1,"A2671677","772","NEG",1998-05-28,NA,22
"21678",10091,1,"A2671689","772","NEG",1998-05-27,"R3",22
"21682",10646,1,"A2671749","772","NEG",1998-05-29,"R8",22
"21686",10121,2,"A2671832","772","NEG",1998-05-29,"R8",22
"21696",10311,1,"A2671633","772","NEG",1998-05-26,NA,22
"21700",10537,2,"A2671638","772","POS",1998-05-28,"R4",22
"21704",10185,1,"A2671646","772","NEG",1998-05-26,"R5",22
"21708",10081,1,"A2671652","772","NEG",1998-05-26,"R5",22
"21712",10081,3,"A2671657","772","NEG",1998-05-26,"R5",22
"21717",10217,2,"A2671401","772","NEG",1998-05-25,"R5",22
"21721",10109,2,"A2671406","772","NEG",1998-05-22,"R5",21
"21725",10195,3,"A2671412","772","NEG",1998-05-20,NA,21
"21739",10232,1,"A2671399","772","NEG",1998-05-22,"R3",21
"21746",10199,7,"A2671365","772","NEG",1998-05-19,"R5",21
"21750",10202,2,"A2671369","772","NEG",1998-05-19,"R5",21
"21754",10315,1,"A2671373","772","NEG",1998-05-22,NA,21
"21758",10315,5,"A2671377","772","NEG",1998-05-22,NA,21
"21762",10586,2,"A2671386","772","NEG",1998-05-21,"R3",21
"21766",10195,1,"A2671361","772","NEG",1998-05-20,NA,21
"21770",10647,3,"A2671235","772","NEG",1998-05-19,"R8",21
"21774",10222,2,"A2671240","772","NEG",1998-05-20,"R2",21
"21778",10630,1,"A2671335","772","NEG",1998-05-25,"R6",22
"21782",10609,2,"A2671341","772","NEG",1998-05-23,"R2",21
"21786",10109,2,"A2671347","772","NEG",1998-05-22,"R5",21
"21790",10609,4,"A2671355","772","NEG",1998-05-23,"R2",21
"21794",10238,2,"A2671359","772","NEG",1998-05-18,NA,21
"21798",10450,1,"A2671046","772","NEG",1998-05-16,"R5",20
"21802",10165,2,"A2671142","772","NEG",1998-05-19,"R5",21
"21806",10252,1,"A2671170","772","NEG",1998-05-19,"R3",21
"21810",10127,5,"A2671174","772","NEG",1998-05-19,"R4",21
"21814",10251,10,"A2671216","772","NEG",1998-05-19,"R2",21
"21818",10133,1,"A2671042","772","NEG",1998-05-15,"R5",20
"21822",10116,2,"A2671010","772","NEG",1998-05-15,NA,20
"21826",10652,1,"A2671015","772","NEG",1998-05-15,"R5",20
"21830",10136,2,"A2671023","772","NEG",1998-05-16,"R4",20
"21834",10076,3,"A2671027","772","NEG",1998-05-17,"R5",20
"21838",10127,5,"A2671031","772","NEG",1998-05-15,"R4",20
"21842",10232,1,"A2671035","772","NEG",1998-05-18,"R3",21
"21846",10180,4,"A2671041","772","NEG",1998-05-18,NA,21
"21852",10434,1,"A2670979","772","NEG",1998-05-16,"R3",20
"21856",10332,1,"A2670983","772","NEG",1998-05-18,"R3",21
"21860",10160,2,"A2670989","772","NEG",1998-05-14,"R8",20
"21868",10238,1,"A2671004","772","NEG",1998-05-15,NA,20
"21873",10160,2,"A2670842","772","NEG",1998-05-13,"R8",20
"21877",10603,1,"A2670851","772","POS",1998-05-13,"R3",20
"21881",10199,8,"A2670862","772","NEG",1998-05-13,"R5",20
"21902",10491,2,"A2670811","772","NEG",1998-05-12,NA,20
"21906",10531,10,"A2670818","772","NEG",1998-05-13,"R5",20
"21910",10302,7,"A2670823","772","NEG",1998-05-12,"R4",20
"21914",10246,2,"A2670828","772","NEG",1998-05-12,"R3",20
"21918",10153,3,"A2670834","772","NEG",1998-05-13,"R3",20
"21922",10153,8,"A2670838","772","NEG",1998-05-13,"R3",20
"21926",10434,3,"A2670771","772","NEG",1998-05-14,"R3",20
"21930",10195,5,"A2670781","772","NEG",1998-05-11,NA,20
"21934",10531,4,"A2670785","772","NEG",1998-05-11,"R5",20
"21938",10404,2,"A2670790","772","NEG",1998-05-13,"R1",20
"21942",10089,14,"A2670796","772","POS",1998-05-12,NA,20
"21950",10199,4,"A2670806","772","NEG",1998-05-13,"R5",20
"21954",10089,14,"A2670540","772","NEG",1998-05-07,NA,19
"21958",10108,1,"A2670548","772","NEG",1998-05-11,"R2",20
"21966",10657,1,"A2670562","772","NEG",1998-05-08,"R6",19
"21970",10111,1,"A2670760","772","NEG",1998-05-14,"R5",20
"21974",10281,1,"A2670764","772","NEG",1998-05-12,"R6",20
"21978",10200,2,"A2670485","772","NEG",1998-05-11,"R2",20
"21982",10581,2,"A2670494","772","NEG",1998-05-10,"R3",19
"21986",10236,2,"A2670498","772","NEG",1998-05-07,NA,19
"21990",10594,2,"A2670504","772","NEG",1998-05-11,"R3",20
"21994",10103,2,"A2670508","772","NEG",1998-05-11,NA,20
"21998",10194,1,"A2670519","772","NEG",1998-05-10,"R5",19
"22002",10200,1,"A2670484","772","NEG",1998-05-11,"R2",20
"22007",10581,1,"A2670354","772","NEG",1998-05-07,"R3",19
"22011",10621,1,"A2670453","772","NEG",1998-05-11,"R1",20
"22023",10169,1,"A2670465","772","NEG",1998-05-04,"R4",19
"22027",10368,1,"A2670350","772","NEG",1998-05-07,"R1",19
"22031",10210,5,"A2670109","772","NEG",1998-04-30,NA,18
"22035",10281,2,"A2670180","772","NEG",1998-05-04,"R6",19
"22039",10102,2,"A2670332","772","NEG",1998-05-05,"R6",19
"22043",10149,2,"A2670336","772","NEG",1998-05-07,"R6",19
"22047",10141,5,"A2670340","772","NEG",1998-05-07,"R5",19
"22051",10438,3,"A2670344","772","NEG",1998-04-24,"R3",17
